"id","x","y","V1","V2","V3","V4","V5","V6"
1,0,0,-1.03137957499071,-0.461729412564451,-1.91889681156446,-0.0259154505295164,-0.488022288404777,-1.13064409948363
2,10.1694915254237,0,-1.01517200647422,-0.383371408065125,-1.88637176633827,-0.0802168600820243,-0.750822926193757,-0.91773229971854
3,20.3389830508475,0,-0.994845919738118,-0.286515558633433,-1.81884318946679,-0.129871212130693,-1.00590428343747,-0.686744397026943
4,30.5084745762712,0,-0.976148009399787,-0.176515656595508,-1.72046362791387,-0.17365785908505,-1.24530847977093,-0.444169000644111
5,40.6779661016949,0,-0.964223310398506,-0.0593348537214307,-1.5958950581696,-0.210545353675176,-1.46152160042574,-0.196741455972084
6,50.8474576271186,0,-0.963265876248262,0.0588107658089795,-1.45010123412505,-0.239716846258081,-1.64771727356518,0.0487396080013751
7,61.0169491525424,0,-0.976224526771033,0.171816918058635,-1.28814230869008,-0.260586972134923,-1.79797652497954,0.285597417606573
8,71.1864406779661,0,-1.00458125913573,0.274043001107878,-1.11498033484361,-0.272809811174684,-1.90747679276279,0.507458843049447
9,81.3559322033898,0,-1.04821605115299,0.360630989788888,-0.935303510176543,-0.276277903812342,-1.9726440578739,0.708427869384111
10,91.5254237288135,0,-1.10536712674143,0.427773371779968,-0.753375963107852,-0.271112703661068,-1.99126331303422,0.883245988440049
11,101.694915254237,0,-1.17269054493948,0.472915324720818,-0.57291857790112,-0.257647218776629,-1.96254400853728,1.02743508757844
12,111.864406779661,0,-1.24541749200632,0.494880318165412,-0.39702474080294,-0.236401923555975,-1.88713863088836,1.13741887159675
13,122.033898305085,0,-1.31760219439107,0.493912882897765,-0.228112651435646,-0.208055295992673,-1.76711413737759,1.21061942576166
14,132.203389830508,0,-1.38244822369867,0.47163715469256,-0.067913650274602,-0.173410538072418,-1.60587753407888,1.24552619579347
15,142.372881355932,0,-1.43269641434636,0.430934686710009,0.0825037583623308,-0.133360161463333,-1.40805839421709,1.24173540686659
16,152.542372881356,0,-1.46105391251004,0.375749652929815,0.222673424175696,-0.0888501612227777,-1.17935251846063,1.19995874827552
17,162.71186440678,0,-1.46064123073218,0.310833670929851,0.352639325774779,-0.0408454560185251,-0.926332192474544,1.12200099154964
18,172.881355932203,0,-1.42543275163884,0.241445825464602,0.472844127050124,0.00970185247737762,-0.656229559416287,1.01070706454776
19,183.050847457627,0,-1.35066599919578,0.173025890173541,0.584007026212783,0.0618800486528318,-0.376700462096772,0.869879948967455
20,193.220338983051,0,-1.23319620107455,0.110860094852531,0.686991637446843,0.114840112056069,-0.0955766951932033,0.704171580437925
21,203.389830508475,0,-1.07177515491776,0.0597590042731615,0.782668609855238,0.16781199184186,0.179385075275773,0.51894968636768
22,213.559322033898,0,-0.867237069842845,0.0237661616570028,0.871784001568203,0.220114419125461,0.440749428352121,0.320144175835155
23,223.728813559322,0,-0.622578703791101,0.00591417114078576,0.954842818165601,0.271158192734748,0.681635280088403,0.114077278873449
24,233.898305084746,0,-0.342926518381071,0.00804197511145596,1.03201351116418,0.320443233916248,0.895928393215914,-0.0927178971191764
25,244.067796610169,0,-0.0353894080965098,0.030683402765713,1.10305804123351,0.367550044436394,1.07846649615653,-0.293685382035456
26,254.237288135593,0,0.291198615780925,0.0730328462709583,1.16729148264229,0.412126503038891,1.22519117231314,-0.482435709420193
27,264.406779661017,0,0.62663589489847,0.132989410066355,1.22357384081602,0.453871182166131,1.33326183552147,-0.65293135065288
28,274.576271186441,0,0.959794356753542,0.207276340546912,1.27033508617427,0.492514547752786,1.4011284080105,-0.799663014182217
