"id","x","y","V1","V2","V3","V4","V5","V6","response"
1631,101.694915254237,274.576271186441,-1.04844807105702,1.01639109900141,-1.61635900207071,-1.29008311595704,0.80688119187713,0.782594311632861,-1.05107806889822
1763,223.728813559322,294.915254237288,0.907596923717982,1.29785476950549,0.036737202142434,-1.11941012077765,-0.808318471326048,0.0823141206770194,0.473922540784622
2919,386.440677966102,488.135593220339,1.44878998369502,0.837200879353227,-0.65602148781086,1.12440242351875,1.90304595982533,0.167455543878912,-0.0863189777828073
938,376.271186440678,152.542372881356,-1.45862046582314,0.332108898638486,-0.873966463816623,-1.37287393439678,-0.071438382529542,1.64078214602463,-0.479773886472682
1524,233.898305084746,254.237288135593,0.86124612789836,-2.92446869818597,-0.101556738896422,0.522141585099345,-0.898097790979969,0.340327567159223,2.76326969125765
2302,213.559322033898,386.440677966102,0.746248513220571,-0.130497184752761,-1.5138172460357,-0.547493493041232,-0.558576154441098,-0.622974992793639,0.0557479677410408
2907,264.406779661017,488.135593220339,0.587295790506434,0.0209721282973103,-0.846305125425922,-0.867477138112156,0.653259141264357,0.179391284594671,-0.501032750998822
2072,315.254237288136,345.762711864407,-2.24557383810638,-0.542812603875022,0.12853534036103,-0.289976794040463,-0.739604772337532,-2.2592388763521,-1.47628899412069
2798,376.271186440678,467.796610169491,1.37946504630164,1.45839879825107,-0.556958542625393,0.746710702296666,2.01169263255541,0.235116409764478,0.10511061700181
1127,467.796610169491,183.050847457627,0.709443405407617,0.430947071882884,0.797283309111133,-1.45337615856682,1.70902281342514,-1.33244819934908,0.381942873991804
1813,122.033898305085,305.084745762712,0.582409963088853,1.69820162441575,-1.05526491405085,-1.53249350441446,1.2921647876969,1.69072702528841,-0.158859800919062
813,325.423728813559,132.203389830508,-1.54033511014408,0.631798961834753,-1.8595819056493,-0.81299765225522,-0.397216572190284,2.30767693686837,-0.488673080380374
2849,284.745762711864,477.966101694915,0.805252281969404,0.921631831680998,-1.32759009637425,-0.745801551358487,1.24326718731543,0.210313724564124,-0.489135543126115
1213,122.033898305085,203.389830508475,-0.838956974584894,-0.529514780056884,-0.419630535562271,1.06371732761983,-0.0989476311196837,-1.41209498904904,-0.64680729248631
2321,406.779661016949,386.440677966102,-3.90390555330249,0.806613894879757,1.13849013444108,0.240929361714538,-0.113162016080427,-0.236706541901136,-0.0630687677650644
693,325.423728813559,111.864406779661,-1.09300358711784,0.923571799203774,-1.74375162500582,-0.935278322985893,-0.502729507662293,1.95313930586054,-0.914243600669238
