"LocationID","Longitude","Latitude","x1","x2","x3","x4","x5","x6","gc_x1","gc_x2","gc_x3","gc_x4","gc_x5","gc_x6"
1,116.914806043496,36.4483409313485,0.274772823227115,0.283889132743034,0.396484030190003,0.0360082960198281,0.189999194766729,0.116804510112321,0.0683546150912464,0.0911295004058835,0.0357436968416972,0.0215420162838219,0.0082716105402606,0.115959068903544
2,116.937075413298,36.2544878027402,0.338154431358058,0.551083015379734,0.302559515274882,0.0148580575498716,0.155977825522197,0.128811623815634,0.29552363151322,0.187683201078388,0.0562302010549973,0.0323099620547086,0.0549661740409677,0.0768059103621728
3,116.286139534786,36.6988005741499,0.32723380789853,0.0607941050930756,0.0926298384701852,0.0610565250140392,0.0202173141820386,0.0408954455444999,0.112523166729151,0.0714329161331394,0.0265057414966016,0.0166168330021422,0.0381043900901722,0.0218212467662544
4,116.830447626067,36.2734674856765,0.266019683712263,0.301087799519638,0.234174931513177,0.0169481153756035,0.0495061090572552,0.0401509177332321,0.287882586602606,0.149646194678747,0.0470343119850342,0.026328331652458,0.0358290620364063,0.0561952425570789
5,116.641745518893,36.4639960637782,0.239022359917902,0.261455573534093,0.0421183942834068,0.0707862125715614,0.0691957986436981,0.0218642333592503,0.0355516142644313,0.017251686317949,0.00163324754380856,0.00622371609775041,0.00620038972202885,0.0601909541547423
6,116.51909594913,36.4301556958817,0.184230273554836,0.227560004913792,0.0117857145603487,0.0598153790324746,0.0445253540141318,0.0604703616810421,0.021275511041882,0.0152817224340667,0.0131788108153106,0.00306678044985542,0.0465070395569626,0.0396097416214956
7,116.736588314641,36.6919670021161,0.148296963834512,0.133013933854925,0.133767448278167,0.159237848887542,0.0771975728188582,0.21301773151937,0.0641472801526671,0.0581543814827925,0.0286339852056621,0.0109843050812323,0.0260604726172561,0.136304411577954
8,116.134666597238,36.1475359701086,0.424020107792555,0.214806958589555,0.188298861777286,0.04348346938421,0.0446227690604674,0.240927762515907,0.114523396742339,0.0416864589787713,0.0374349169774137,0.0187368535441254,0.0277974619736081,0.153757549684386
9,116.656992290402,36.3975967349019,0.234744962535599,0.226623439839944,0.0763527354148172,0.0346340713734032,0.0370289764433146,0.00734884210204023,0.142269986191359,0.0379490281593976,0.0142047659283172,0.00978516533705309,0.00934525566890787,0.0482154210617878
10,116.705064784037,36.4710669027641,0.22102881288736,0.295076308325562,0.102841142437219,0.0712599921119446,0.112442624998076,0.0438242120164717,0.036311588134729,0.0194414466398454,0.0044467760863024,0.00387108595070884,0.00808880742215456,0.0840686492375405
11,116.457741776248,36.4292272697669,0.201013410497462,0.165997252331966,0.0139097267715755,0.0341705785496819,0.0295544851772126,0.115992630323151,0.0117629759279808,0.0187438801162029,0.00866959027301861,0.00431179513032054,0.0203222502403126,0.0182584312522759
12,116.719112251652,36.472178958985,0.234798182742374,0.260474280503025,0.135415708708904,0.0658738526292402,0.125151690793313,0.0405190826749743,0.0441795290993465,0.0180043557093795,0.0087898413131281,0.00328755979012885,0.00619342945491319,0.09359730943226
13,116.934672247153,36.6167054224759,0.0429289508703138,0.192965378866415,0.377460480447792,0.0875470744346059,0.235044430289451,0.237974541430448,0.0204222606191007,0.0317230575409103,0.0435420616554746,0.00348899126448654,0.031574840392631,0.203184673491337
14,116.255428824341,36.3166128199082,0.401397597288937,0.141385648769688,0.134708799733893,0.0192492825667677,0.0217823066577112,0.206893730658418,0.0256354530056598,0.0169197092030552,0.0197005433509946,0.00796010401523739,0.0278362739143146,0.0980437353334646
15,116.462292822544,36.755668156757,0.454314497491023,0.0783116722863538,0.0122911089986654,0.177803742622428,0.138511316060181,0.0782849361830309,0.0920643555789602,0.113733993663672,0.0157093133540925,0.00686012383354173,0.0609187450291808,0.0694757566697022
16,116.940014522756,36.8297223224072,0.0243057509243932,0.0749862527764661,0.496573979167233,0.117628655848074,0.28034058174037,0.215517319535281,0.0424465328092479,0.0493778139370771,0.0300785061400553,0.0242642560379064,0.0486846662730415,0.2004906878083
17,116.978226428386,36.0956786592258,0.334750586965218,0.596596108281462,0.317651047976922,0.0121163601424378,0.48915157780166,0.300082557899996,0.356410722774274,0.234277131110896,0.165761337603734,0.0207754212979082,0.0657203570473275,0.0692525873367538
18,116.117487361655,36.1858760263072,0.412375247899225,0.20899344651086,0.172731872725785,0.0383026929737373,0.0440238246262742,0.250073548355697,0.0735559747954189,0.0346101900086375,0.0334171939248393,0.0178890772386547,0.0290967650577888,0.162746609937489
19,116.474997081561,36.4379786206176,0.200930560466194,0.193269919589582,0.00475455565638538,0.0427516145292318,0.0362353435111418,0.0863500790171652,0.00695478819679995,0.021976727798824,0.0113133988268291,0.0030202448285378,0.0391176862426919,0.0335240560091103
20,116.560332746245,36.2914398214314,0.253377877942281,0.25875987902158,0.0133380242958716,0.0149054374497879,0.101776279388009,0.0295826748706169,0.177607079226061,0.0735615016152983,0.0249530366389419,0.0086305780220175,0.00538786885074438,0.00853391079349364
21,116.904031387297,36.424542532512,0.297294630290457,0.369975016485902,0.385988492120329,0.0269284609115693,0.12794000108947,0.100273895038262,0.149845429202925,0.120553305250504,0.0438978140328401,0.0246982866542196,0.0224678278906215,0.0801965665467441
22,116.138710167725,36.527479651873,0.26456980104444,0.0283876974356859,0.0660346172464926,0.0048087297600895,0.00629662275352572,0.0491443411399513,0.0408819496695177,0.0173326766055709,0.000573223438286474,0.0217411678778359,0.0580140812851576,0.0256263875640421
23,116.988891728921,36.2015550113283,0.304254729211357,0.612265266392621,0.350303522887828,0.00684280996620024,0.321517419202849,0.206496975012625,0.304473969154393,0.237349213875374,0.0897631083048441,0.04502491414445,0.0645792369012658,0.0984638201458305
24,116.946668232558,36.6606267480645,0.0310604823330947,0.18366186181777,0.373330346779645,0.0943908539217225,0.23044429307244,0.292605864199631,0.0177825808965422,0.0209274393236611,0.0335498966897098,0.00208302421535123,0.0306210261383527,0.218813886847672
