"uid","lon","lat","local_gozh","local_gozh_p"
1,116.914806043496,36.4483409313485,0.459288318780172,0.00981582860256902
2,116.937075413298,36.2544878027402,0.736161244377098,2.42787102644471e-08
3,116.286139534786,36.6988005741499,0.506657487021695,0.00541702350712714
4,116.830447626067,36.2734674856765,0.528635271523745,4.21241796886296e-05
5,116.641745518893,36.4639960637782,0.442510656194139,0.232344508142177
6,116.51909594913,36.4301556958817,0.54608960924477,0.0489522767277765
7,116.736588314641,36.6919670021161,0.446370415112458,0.000213518097914922
8,116.134666597238,36.1475359701086,0.688656661742696,4.21621326740507e-08
9,116.656992290402,36.3975967349019,0.216520935561971,0.63335948654226
10,116.705064784037,36.4710669027641,0.481462673222734,0.00112495216263686
11,116.457741776248,36.4292272697669,0.379957435681916,0.0577627369030908
12,116.719112251652,36.472178958985,0.481462673222734,0.00112495216263686
13,116.934672247153,36.6167054224759,0.497734485541876,0.609361890313076
14,116.255428824341,36.3166128199082,0.513981684263031,4.41906632315803e-05
15,116.462292822544,36.755668156757,0.521183489427701,0.00460795351678667
16,116.940014522756,36.8297223224072,0.4023733225113,0.0243948881735171
17,116.978226428386,36.0956786592258,0.693264217390523,1.09947953474965e-06
18,116.117487361655,36.1858760263072,0.690016240640902,0.000174350205699558
19,116.474997081561,36.4379786206176,0.59409783335791,0.0266597641459728
20,116.560332746245,36.2914398214314,0.456723266363296,0.000972303172549704
21,116.904031387297,36.424542532512,0.348056933208591,0.0007216868375024
22,116.138710167725,36.527479651873,0.386969410400612,0.00047796987815607
23,116.988891728921,36.2015550113283,0.669126000995353,1.50615357830119e-05
24,116.946668232558,36.6606267480645,0.224267835413937,0.189653634426334
25,116.0824375581,36.1354356891476,0.667607477540051,5.7303765998995e-07
26,116.51421178435,36.6277980301995,0.566532953596,0.373662261540292
27,116.390203467105,36.2376971143764,0.471723196544839,0.00755992272328199
28,116.90573813091,36.3838184300344,0.682378986417583,0.000826365730418721
29,116.446969628101,36.6492002160056,0.502167501345894,0.00112223366492481
30,116.836004259996,36.4270245364169,0.75260151552923,3.61722727881819e-07
31,116.737595617771,36.3047282648273,0.731281389892632,5.61384601360793e-06
32,116.811055141268,36.2165329249576,0.493889385689594,2.00108673584776e-05
33,116.388108282816,36.194633710105,0.409076803672689,0.00115225978538991
34,116.685169729404,36.2178523071343,0.287171789475506,0.0144709370429812
35,116.003948338795,36.5084142057225,0.702305737059133,3.0339686873937e-06
36,116.832916080253,36.6413112800103,0.558100497581992,0.00303230609929928
37,116.007334146881,36.0972869381541,0.606930008444455,1.2817135779386e-06
38,116.207658972824,36.4671682861866,0.411551311550467,0.485000354848265
39,116.906601407798,36.766971310135,0.209647610931009,0.0324392048179879
40,116.611778643448,36.6431687478907,0.505838217777803,0.0236106811642962
41,116.379559240537,36.2825835163705,0.361934781354769,0.400944512368135
42,116.435771584976,36.1042354281759,0.475659833959379,0.00237465900205402
43,116.037431032863,36.5175036607543,0.674844900941742,1.18841740941455e-05
44,116.973539913772,36.7482347298414,0.400257719921105,0.0234252173447829
45,116.431751248892,36.4683057821123,0.376467642566179,0.077567220622381
46,116.957576596644,36.6246099257609,0.530671162780819,0.391746779180028
47,116.887754905503,36.4499135905411,0.477423840154056,0.0134581319066656
48,116.639978769468,36.3187443588395,0.515676733447817,0.0932357675920039
49,116.970966610359,36.8683237431105,0.53061268639029,0.000332007390862366
50,116.618838207331,36.8300351287471,0.266321517088296,0.908984436423493
51,116.33342721127,36.184133435972,0.411907482248693,0.0798125891787355
52,116.346748248208,36.8594126394717,0.679690458080691,2.18605424873175e-08
53,116.398485411424,36.7865935491398,0.52344767962241,0.00105922783199786
54,116.784692775691,36.6276103482815,0.473655036062402,0.000377448860557905
55,116.038936491124,36.4613344063517,0.38119954313413,0.00783017536206321
56,116.748795386171,36.4327348638559,0.667668694997216,0.00344356163286397
57,116.677276830189,36.1816208307864,0.478620632188687,0.00490702745995775
58,116.171264330391,36.0902064189082,0.529700525308097,1.91787864217696e-05
59,116.261087963823,36.4253299871692,0.537916422603564,0.0349026302422629
60,116.514412934659,36.2809616832761,0.250444683437453,0.0566277567573101
61,116.675607274519,36.6951593746198,0.337450096824423,0.237529558946959
62,116.982817197917,36.8109666011995,0.394232582599265,0.0103022410133887
63,116.759544267552,36.301706355717,0.475354756907754,9.87604343809512e-05
64,116.566488424083,36.7415498217568,0.610024958032101,6.10234771047935e-07
65,116.849689718569,36.1980295738438,0.780647245634895,2.81084384101682e-07
66,116.189473935403,36.6895113645354,0.410609938157461,0.0679294376922781
67,116.271286614705,36.5046370659722,0.499648940854422,0.0234745223938154
68,116.828158485238,36.3811099839862,0.6136326598709,9.66720284912848e-05
69,116.693204820389,36.754712809436,0.328983183827694,0.00500246925858883
70,116.240544739645,36.2585885287961,0.488244599127497,0.0438831971287
71,116.04298879602,36.4236486306181,0.428292911761837,0.10170735006134
72,116.140479094116,36.7027600800153,0.559441447379089,0.072792297904643
73,116.216385415057,36.0744451535633,0.519567393347632,4.31882920316484e-05
74,116.479398564203,36.3550657952204,0.5343264130767,0.00979146392624808
75,116.197410342284,36.0860952666029,0.382524543008682,0.00471074805779903
76,116.719355837675,36.1199999123812,0.582649272154391,2.49414112817314e-05
77,116.007884738734,36.199013560242,0.777299422532001,0.000126384123680712
78,116.375489964616,36.2467075869441,0.474745646366389,0.32349047467048
79,116.51440770831,36.2691533247242,0.318916530071498,0.00458293599008186
80,116.001570554217,36.3373080952791,0.425184090980731,0.000260681034838672
81,116.581604002509,36.4423072432866,0.571761770055617,0.164063547753083
82,116.15790520818,36.7907423611265,0.336097928506457,0.117017563113724
83,116.359028305858,36.6738568458706,0.636288870224262,4.02657950488994e-05
84,116.645631878404,36.8596674208296,0.343043448785811,0.18994170539737
85,116.775823362637,36.2987281917594,0.506237755350878,5.19658524661404e-05
86,116.563646841561,36.7417465167353,0.610024958032101,6.10234771047935e-07
87,116.233703398611,36.119398845057,0.664841784158625,5.50082742440949e-05
88,116.08998051635,36.1122271684231,0.590138841392498,1.05645081072137e-06
89,116.085612064926,36.655298740603,0.633322754447184,0.00490468091498897
90,116.305218369467,36.4935787456809,0.399984686744735,0.13051041570977
91,116.667426514672,36.5476656715153,0.536896593768824,0.000390036596281673
92,116.00023889658,36.1106520304922,0.609628152244478,1.30605198626066e-05
93,116.208569956943,36.7887912290404,0.31613341185102,0.446549817767289
94,116.933034127345,36.7581139340764,0.4268839978071,0.0505042708613171
95,116.925644748611,36.0416140321875,0.709822999900271,1.35047194205207e-07
