"uid","lon","lat","z"
1,116.914806043496,36.4483409313485,0.789486635323803
2,116.937075413298,36.2544878027402,0.765335543140936
3,116.286139534786,36.6988005741499,0.62635559674302
4,116.830447626067,36.2734674856765,0.680118812830138
5,116.641745518893,36.4639960637782,0.578451678300129
6,116.51909594913,36.4301556958817,0.68654301954842
7,116.736588314641,36.6919670021161,0.711205324658111
8,116.134666597238,36.1475359701086,0.798667228892018
9,116.656992290402,36.3975967349019,0.556172139398232
10,116.705064784037,36.4710669027641,0.570635375717588
11,116.457741776248,36.4292272697669,0.62300871814374
12,116.719112251652,36.472178958985,0.59372088995857
13,116.934672247153,36.6167054224759,0.851070571421206
14,116.255428824341,36.3166128199082,0.678404285206104
15,116.462292822544,36.755668156757,0.703662866486743
16,116.940014522756,36.8297223224072,0.856578215967875
17,116.978226428386,36.0956786592258,0.402576454254945
18,116.117487361655,36.1858760263072,0.834461812171694
19,116.474997081561,36.4379786206176,0.591393814058756
20,116.560332746245,36.2914398214314,0.687580367558415
21,116.904031387297,36.424542532512,0.791230570387861
22,116.138710167725,36.527479651873,0.62890159058075
23,116.988891728921,36.2015550113283,0.576400663870521
24,116.946668232558,36.6606267480645,0.883214227594464
25,116.0824375581,36.1354356891476,0.628120439665198
26,116.51421178435,36.6277980301995,0.629445236702108
27,116.390203467105,36.2376971143764,0.699274807722458
28,116.90573813091,36.3838184300344,0.845273977885374
29,116.446969628101,36.6492002160056,0.688224139437434
30,116.836004259996,36.4270245364169,0.835963197682335
31,116.737595617771,36.3047282648273,0.526998355888423
32,116.811055141268,36.2165329249576,0.574275622286285
33,116.388108282816,36.194633710105,0.643247881202987
34,116.685169729404,36.2178523071343,0.581602998261998
35,116.003948338795,36.5084142057225,0.616643786983917
36,116.832916080253,36.6413112800103,0.897822964055788
37,116.007334146881,36.0972869381541,0.581401341425375
38,116.207658972824,36.4671682861866,0.607293316757669
39,116.906601407798,36.766971310135,0.917639334886492
40,116.611778643448,36.6431687478907,0.616947156562168
41,116.379559240537,36.2825835163705,0.732682333055634
42,116.435771584976,36.1042354281759,0.595906758239406
43,116.037431032863,36.5175036607543,0.480603694456262
44,116.973539913772,36.7482347298414,0.851870364663325
45,116.431751248892,36.4683057821123,0.682140205856055
46,116.957576596644,36.6246099257609,0.911354276799172
47,116.887754905503,36.4499135905411,0.874718448924937
48,116.639978769468,36.3187443588395,0.635363319685215
49,116.970966610359,36.8683237431105,0.653999331061168
50,116.618838207331,36.8300351287471,0.744924650139889
51,116.33342721127,36.184133435972,0.697574041924953
52,116.346748248208,36.8594126394717,0.636769589779701
53,116.398485411424,36.7865935491398,0.658215894754513
54,116.784692775691,36.6276103482815,0.72098200805641
55,116.038936491124,36.4613344063517,0.647171402861527
56,116.748795386171,36.4327348638559,0.575431499003105
57,116.677276830189,36.1816208307864,0.550745628698943
58,116.171264330391,36.0902064189082,0.831707343793262
59,116.261087963823,36.4253299871692,0.615712039553417
60,116.514412934659,36.2809616832761,0.727682890431986
61,116.675607274519,36.6951593746198,0.831576923166658
62,116.982817197917,36.8109666011995,0.966561695959851
63,116.759544267552,36.301706355717,0.663018839388266
64,116.566488424083,36.7415498217568,0.657354189566155
65,116.849689718569,36.1980295738438,0.47199941633673
66,116.189473935403,36.6895113645354,0.547669282768082
67,116.271286614705,36.5046370659722,0.595391652796527
68,116.828158485238,36.3811099839862,0.706617699206103
69,116.693204820389,36.754712809436,0.669718576890106
70,116.240544739645,36.2585885287961,0.637671807341653
71,116.04298879602,36.4236486306181,0.650203725177973
72,116.140479094116,36.7027600800153,0.504749755777136
73,116.216385415057,36.0744451535633,0.839398646265104
74,116.479398564203,36.3550657952204,0.540429813501421
75,116.197410342284,36.0860952666029,0.931439538556043
76,116.719355837675,36.1199999123812,0.576174439787848
77,116.007884738734,36.199013560242,0.617392246636157
78,116.375489964616,36.2467075869441,0.674116051415849
79,116.51440770831,36.2691533247242,0.694787472930979
80,116.001570554217,36.3373080952791,0.659016792354601
81,116.581604002509,36.4423072432866,0.555384973156063
82,116.15790520818,36.7907423611265,0.560158046824425
83,116.359028305858,36.6738568458706,0.649673278792627
84,116.645631878404,36.8596674208296,0.713512532651414
85,116.775823362637,36.2987281917594,0.67570636909149
86,116.563646841561,36.7417465167353,0.719828990372934
87,116.233703398611,36.119398845057,0.795994302168096
88,116.08998051635,36.1122271684231,0.815325134196623
89,116.085612064926,36.655298740603,0.60236192877184
90,116.305218369467,36.4935787456809,0.613491540113606
91,116.667426514672,36.5476656715153,0.73653650894953
92,116.00023889658,36.1106520304922,0.599423716729297
93,116.208569956943,36.7887912290404,0.538666661105816
94,116.933034127345,36.7581139340764,0.808218042787538
95,116.925644748611,36.0416140321875,0.196119199066058
96,116.734094301006,36.636316495738,0.669093310261739
97,116.333071983419,36.4813119496219,0.508868155691801
98,116.515063329833,36.8509115106426,0.645285466172005
99,116.743974646321,36.8208269811468,0.758133312369412
100,116.619159240043,36.4103806648403,0.613732460922949
101,116.626245344523,36.6889684307389,0.657687221330103
102,116.217157698236,36.4545401215553,0.529386275129317
103,116.21656731097,36.1822936346289,0.709309266261819
104,116.388945028652,36.6454248500755,0.638786073597653
105,116.942455691984,36.6912692679791,0.889344734094805
106,116.962608013768,36.6357393407263,0.733978274609805
107,116.739855279215,36.1724617225584,0.582110090722532
108,116.733245905722,36.2681098209461,0.571284239281733
109,116.535761289997,36.2926181397401,0.669462093352073
110,116.002272966085,36.5146886113565,0.604879139692241
111,116.608937452547,36.7942423729459,0.763729409049531
112,116.836801559431,36.7893930387916,0.816560172045938
113,116.751522562699,36.3472672834061,0.643045134288726
114,116.452731572557,36.6639949393691,0.632367548104553
115,116.535789993824,36.716687427694,0.687415775209362
116,116.537376695313,36.6517453146866,0.597334775208188
117,116.001380843576,36.3468947300222,0.724540200623312
118,116.35566595383,36.2683370543411,0.663283786537686
119,116.612133090151,36.0517240371555,0.54129467529381
120,116.828942130553,36.6063236678252,0.732818392725476
121,116.356721999357,36.1781927342294,0.619950146456933
122,116.410635125823,36.5625971091678,0.722109419329279
123,116.573475898942,36.1243645564886,0.566101828611705
124,116.589678303571,36.3357706685783,0.593170055841292
125,116.719657292357,36.2826808495447,0.590114922732964
126,116.394973045215,36.7336664098548,0.649624077205275
127,116.919203929137,36.3314862872707,0.864111467805845
128,116.962570293574,36.3956797135994,0.97739327446557
129,116.23352352553,36.3951522247167,0.637718265644639
130,116.724497599993,36.5416454571532,0.682535121666659
131,116.903634525137,36.3635162426624,0.919935705687208
132,116.603474084754,36.8624864528887,0.792138378187206
133,116.631507298909,36.8736911673099,0.726134611548253
134,116.937385849655,36.8230752208969,0.823223198693415
135,116.850482750684,36.0745863375021,0.280679100086289
136,116.57982089906,36.4291736498941,0.569184205324856
137,116.82140392391,36.3052217393182,0.697307597773669
138,116.113718609093,36.6060922325822,0.514367536197712
139,116.764507758664,36.5728373506805,0.697015016916965
140,116.623613457195,36.7733503030613,0.599780884108912
141,116.148446606705,36.8534559823573,0.521432611431447
142,116.080264466582,36.5165703593055,0.630135126449059
143,116.464069551323,36.481742149964,0.59793594934866
144,116.779368161457,36.8475249985931,0.741060801597263
145,116.733527959557,36.8031196369557,0.721201712555676
146,116.817230444402,36.3692757048178,0.70841835595534
147,116.170162481256,36.0450276726857,0.938138094890006
148,116.944720325526,36.7004423651844,0.811674577826461
149,116.293623841368,36.8333652507048,0.705504129253289
150,116.149072052445,36.3397294871276,0.517906671165229
151,116.719378591282,36.2204288951587,0.576592080918849
152,116.324085952481,36.0788723176578,0.645733089643548
153,116.77880949853,36.3519976471318,0.63886210651751
154,116.394441001816,36.1643052827334,0.678108821059571
155,116.678592867916,36.1202623061836,0.495864077746155
156,116.775825042743,36.231716622063,0.576583349026448
157,116.187869044021,36.497922343039,0.608956881140539
158,116.029085818911,36.133262348827,0.744155987338892
159,116.135713797063,36.8666071417043,0.717297463387869
160,116.680164178135,36.8500705909682,0.893803385566006
161,116.934822953772,36.8930572147015,0.660726416023216
162,116.550494084368,36.6355895135785,0.692921344957616
163,116.601766235428,36.1267005201895,0.555382659794187
164,116.196994488128,36.0080843617441,0.990781034909907
165,116.535236610565,36.6178459847113,0.589486519674847
166,116.179555739276,36.6130963725736,0.610062339212231
167,116.451886494411,36.8257597942371,0.750959354839626
168,116.317053351784,36.3675790927839,0.655395641439369
169,116.116174670402,36.3801954510855,0.608731610728068
170,116.18610215676,36.4835880736588,0.561283885594867
171,116.729730096646,36.3722818167647,0.610561113750607
172,116.411872071214,36.0878801926738,0.546089584701675
173,116.414049681742,36.3422408763086,0.622685328567292
174,116.480310129002,36.1782005197601,0.610643216367767
175,116.427494465606,36.652521803719,0.703914669481853
176,116.136490360135,36.0099081368884,0.962198076549822
177,116.82467940636,36.826971984026,0.841621813349697
178,116.592304242542,36.8102058607154,0.709612718449522
179,116.794396977639,36.6787384780124,0.69022774963132
180,116.769032425713,36.8567296335474,0.76598907273014
181,116.918056417257,36.5630283830222,0.837835472720995
182,116.862629777053,36.590355469007,0.855417421140543
183,116.316975237802,36.3432380558224,0.609911224263394
184,116.259260575986,36.0590450717602,0.892389539673094
185,116.74226645194,36.6217927653808,0.773815850596687
186,116.74736111681,36.1147354806075,0.505383533061244
187,116.917904034024,36.2621866667178,0.63740796253568
188,116.793191209203,36.5689988017548,0.637294668934406
189,116.133329618257,36.3510215979768,0.459177000905893
190,116.287749752169,36.0633830938954,0.852111520095756
191,116.194676143816,36.7772156378254,0.495509881634551
192,116.784109382657,36.346671186341,0.694415931133468
193,116.128872161731,36.6036841203924,0.685506180029087
194,116.129089283524,36.0190766720334,0.848364097512737
195,116.072253111284,36.5357058846625,0.569609392793609
196,116.05312948348,36.2486170450458,0.69278394462001
197,116.531874436419,36.3592142145149,0.610133432652552
198,116.11230824166,36.1312338865595,0.78541818160431
199,116.743187719723,36.7416735556209,0.787898394638205
200,116.731315477286,36.1263688943815,0.517821164393029
201,116.885117687052,36.8181427636184,0.869685452529782
202,116.517111055553,36.8099323302973,0.726302514742156
203,116.851930984994,36.1731143285288,0.418392603763103
204,116.442796268268,36.47906123742,0.64669454965293
205,116.157880100422,36.4699122664751,0.550981035302961
206,116.442324638832,36.1443021578947,0.599180904144503
207,116.967733667232,36.4676103159087,0.816021425699775
208,116.484587929444,36.2020531583112,0.653588726702704
209,116.252458439441,36.2533607913181,0.630098598243647
210,116.259689980187,36.4533188218949,0.638290726751617
211,116.542015940882,36.1430645839311,0.524897967744407
212,116.649875837611,36.828567665373,0.849773388506552
213,116.336419132305,36.4491265136981,0.602597828262219
214,116.060949746286,36.5538096694043,0.587957227816907
215,116.451310850214,36.6695377892582,0.627129382259067
216,116.838755033445,36.5551363897277,0.776386791311253
217,116.574637334328,36.8371269413503,0.727007994172948
218,116.353350377409,36.0723406194476,0.657501187046549
219,116.547426078236,36.0253090719692,0.493969057576483
