"LocationID","Longitude","Latitude","x1","x2","x3","x4","x5","x6","gc_x1","gc_x2","gc_x3","gc_x4","gc_x5","gc_x6"
1,116.914806043496,36.4483409313485,6.76417366562987e-10,8.50127301887937e-10,9.38508160075457e-11,0.0432753513789208,2.6438243816429e-09,1.04443250010799e-05,0.0015585305886493,0.000133383474199111,0.0438509467985446,0.173793154012688,0.5883669851928,1.12587115489449e-05
2,116.937075413298,36.2544878027402,1.82741710652579e-10,2.04960826089007e-10,5.84037262996162e-11,0.419268231060926,2.80474702574196e-06,3.18696525311024e-05,8.41049230260182e-10,1.48189974513713e-07,0.0153842165584691,0.108423448529126,0.0170780647429966,0.00277035586132757
3,116.286139534786,36.6988005741499,2.26110463685814e-10,0.00121456829048405,2.20304084090905e-05,0.00117184154628847,0.145105554578353,0.0119822753099953,1.96119638629089e-06,0.000305983469951809,0.0670854287966866,0.213398096751842,0.0181680900473575,0.118673357701195
4,116.830447626067,36.2734674856765,3.47341710948967e-10,9.37315669524708e-10,9.94492266315206e-11,0.241270156286786,0.00737517466336646,0.0213310595803887,8.01967825481142e-10,8.26936066289363e-08,0.0100197055979,0.092595250762546,0.0323077912594587,0.00369700324165922
5,116.641745518893,36.4639960637782,1.11309739203591e-10,2.62108557080865e-10,0.00189900698723566,1.69571485385545e-05,2.20880945656088e-05,0.0495729667021391,0.00551886328464002,0.102182855405667,0.897688130290204,0.520824915833924,0.522458740413083,9.80787198905375e-05
6,116.51909594913,36.4301556958817,2.40237163495749e-10,6.67920163621716e-11,0.193804131778161,3.51888283272039e-05,0.000555565767600741,3.05174067410929e-05,0.0382766411878712,0.106779229031143,0.154666590432529,0.745382528209486,0.000398269882726399,0.00147105928886637
7,116.736588314641,36.6919670021161,5.31044404006309e-08,3.23325800688501e-07,3.33000464758371e-07,1.2937736881824e-08,0.0002393966141232,5.13754816466871e-10,0.00122812897696012,0.00224993281473485,0.0658386054437126,0.421901039572294,0.0839946122846428,2.54762434814815e-07
8,116.134666597238,36.1475359701086,1.32284738718624e-10,1.16759479862338e-09,5.45069345214699e-09,0.0220259527558078,0.0196856316487786,1.29938837467591e-10,1.63598911792073e-05,0.026288381026102,0.0398915747347833,0.238925916795719,0.101583216189444,2.462491063282e-07
9,116.656992290402,36.3975967349019,1.38239419911201e-10,9.23964238452868e-11,1.22148814721834e-05,0.00816941217176648,0.00546895586960239,0.466628562340707,9.66362212473371e-10,0.00477628082851256,0.179157130525187,0.335126119338203,0.355904809813795,0.00099624031280876
10,116.705064784037,36.4710669027641,5.63250557306105e-11,6.84857170973885e-10,3.21005540371289e-07,4.19419080621708e-05,6.33396617377713e-08,0.00250284218156538,0.00830097768632532,0.0937944622776076,0.686961712813656,0.7319325228336,0.4413497821229,6.67832306289196e-06
11,116.457741776248,36.4292272697669,5.26849341930813e-10,1.00215058473907e-10,0.1286124564504,0.00326821323993909,0.0076484251097263,7.06667724337251e-10,0.186564399999549,0.054606841156001,0.314225941158275,0.620987283181771,0.0411196704546568,0.0595656312959669
12,116.719112251652,36.472178958985,9.38467081823546e-11,2.52884713169976e-10,4.13148371070093e-09,0.000130480908923536,1.79684978007799e-08,0.00515657582161422,0.00304553365235194,0.123948830782641,0.418295124542403,0.785794118665224,0.57250828203424,2.15682545301465e-06
13,116.934672247153,36.6167054224759,0.0339784605170741,2.02888147393665e-08,5.70129721211288e-10,0.000591727433084666,3.11430659039047e-10,2.63196575644997e-10,0.241769732596036,0.0914786272928253,0.0321715999009901,0.86722636496178,0.0926725081765647,7.38981331682709e-09
14,116.255428824341,36.3166128199082,6.88261669878898e-11,1.57492796581948e-09,3.59695284668504e-09,0.101441028182649,0.0706002374151196,5.51762635581099e-10,0.0418243813523786,0.139507278767327,0.0950830127984946,0.460784856745837,0.0301740757269964,9.50572861313503e-07
15,116.462292822544,36.755668156757,2.86408341487743e-10,9.00030873358659e-05,0.32573087765576,3.12164627480627e-10,3.23906361732185e-08,9.0312302682749e-05,1.52609256786063e-05,8.8904217832031e-07,0.220187991240206,0.584808746298515,0.000825713048226207,0.000278497031016456
16,116.940014522756,36.8297223224072,0.340837343488487,0.0183168892553495,7.70581265463477e-10,0.0013944943209363,2.13186083231065e-08,2.36857234758858e-06,0.123058093222809,0.082468189651961,0.248044778140794,0.341606109500661,0.0858508995777449,6.65115125830784e-06
17,116.978226428386,36.0956786592258,1.45969891729436e-09,5.59027935054246e-10,5.04376418408725e-09,0.664985929840748,5.87061954604451e-10,1.82352859479096e-08,4.74349892698456e-10,1.78570851072646e-06,0.000141756338051024,0.443059755137308,0.0407502135276353,0.0341662303020788
18,116.117487361655,36.1858760263072,8.07249822543099e-11,7.0033912002998e-10,1.69179783515716e-08,0.0333394961947174,0.0182918674913403,1.36854194643377e-10,0.000993260405831253,0.0494701790652377,0.0527339807701123,0.249714535336931,0.0841573477056513,5.18488899592384e-08
19,116.474997081561,36.4379786206176,5.03951325114826e-10,3.5316005675412e-10,0.582517683058821,0.000677099078510213,0.0022043207169723,1.78124804128821e-07,0.417216461043611,0.0307353589509846,0.203851173544961,0.744075965369393,0.00132108260450037,0.00388458308899664
20,116.560332746245,36.2914398214314,1.94331106762036e-10,2.37460939800371e-10,0.186295746342217,0.146743534695675,9.12558507648598e-08,0.0144632217548528,1.80433556984383e-10,1.06824097584335e-05,0.0303550019769726,0.372954472487914,0.581768420908298,0.378123661910523
21,116.904031387297,36.424542532512,9.47181999499946e-10,4.42844649839458e-10,6.59670873481844e-10,0.0979496008915023,1.93996507980021e-06,4.45972854561383e-05,1.99837514092138e-07,5.22884198750351e-06,0.0178656763939377,0.122949747204444,0.151479275357134,0.000416145890393294
22,116.138710167725,36.527479651873,5.54616463865898e-10,0.059456874636315,0.000630881157230534,0.732565391840639,0.639483785643472,0.00476120907593436,0.0138121347423554,0.20477045510788,0.984603461476827,0.122653384522337,0.00185946024026395,0.0796025327781157
23,116.988891728921,36.2015550113283,3.51986106927882e-10,9.28012111600651e-11,4.28298396748517e-10,0.784929309008985,9.82931513959784e-11,9.09311467900409e-07,1.0516010284789e-09,6.5208190069832e-08,0.0038017691278931,0.075723882047867,0.0204783701933579,0.00208035327662315
24,116.946668232558,36.6606267480645,0.113661106187862,1.51960627192693e-07,5.08962094691867e-10,0.000527361628252954,1.51127210745727e-09,7.65276397807213e-10,0.328037369057292,0.256761632902495,0.0926730002034619,0.938459501092055,0.117817125640712,4.75100947472384e-09
25,116.0824375581,36.1354356891476,4.69911665135214e-10,5.01877719383259e-08,1.7938929564032e-08,0.0462622013116234,0.012096289211201,2.83981838045122e-10,2.83388747883695e-05,0.0958887285721184,0.067042997681291,0.245080704697724,0.0662454091079255,5.08686620603882e-08
26,116.51421178435,36.6277980301995,5.75385405987561e-10,4.0924273414511e-08,0.0100259133768383,7.46450901090157e-10,5.78261461682272e-05,0.000124597359648204,4.65824800748305e-05,3.57509620130259e-07,0.397958467873437,0.929009836671127,0.000221345492043667,0.000144930993027037
27,116.390203467105,36.2376971143764,3.85562470839318e-10,1.03627328940092e-10,1.3285983394784e-05,0.0071229715299509,0.000120930821497445,2.85020163026672e-09,3.83515664182932e-05,0.0141383979154255,0.48737136961612,0.226406293916697,0.394043606808658,0.282732590598407
28,116.90573813091,36.3838184300344,8.80902017996732e-11,9.26038135062868e-11,3.62455065960887e-10,0.245875769070134,2.61224309510144e-05,0.000166721493688571,1.5482382043075e-10,3.03094399789483e-06,0.00580129664182716,0.15973015805908,0.0285128058640997,0.000494995695948686
29,116.446969628101,36.6492002160056,5.3944682054663e-10,8.46414002664275e-07,0.306441517275188,1.06471276239972e-10,0.00089702052618923,0.0421066831770952,4.91764223359281e-05,2.80514595258907e-05,0.242276541438832,0.163342363040524,8.83323153533233e-06,0.000297496104512907
30,116.836004259996,36.4270245364169,5.7659321761605e-11,8.63231708336798e-11,1.85124249263424e-10,0.135144763530086,5.85442854406093e-06,0.000104056754138826,2.50515430622045e-09,4.49736081520324e-06,0.0216420743455299,0.129098630955788,0.0750825200244757,0.00045131281362798
31,116.737595617771,36.3047282648273,1.0766143532237e-10,2.27514895811964e-10,2.37316089002348e-09,0.270142232711884,0.0117924673245029,0.0131081301322183,7.76115061107419e-10,6.90199971953298e-07,0.00403149106405776,0.108864326062597,0.0983453283167214,0.0059946960953795
32,116.811055141268,36.2165329249576,1.59732560511827e-10,4.0996794847814e-10,2.355817430022e-09,0.671467305514067,0.00010484095040808,0.00578365599759145,5.78794345784672e-10,2.53211240863749e-09,0.000919282502362173,0.192861091422891,0.149690525946086,0.0197147854130073
33,116.388108282816,36.194633710105,5.4017945672058e-10,3.02878278013452e-10,3.21937344992529e-05,0.00091064129799967,0.000303612170089118,1.10226620164688e-07,1.55965209813758e-06,0.0163865948279462,0.331041270503965,0.0589346911110412,0.634576187595116,0.346318237646981
34,116.685169729404,36.2178523071343,1.9718515709144e-10,2.44313236308358e-10,0.00109484871720567,0.503031958152761,3.93227609807312e-07,0.00561832940336304,9.55860945950349e-11,5.17316789405697e-08,6.59118847041729e-05,0.0456656609543749,0.165191649367163,0.385633416656289
35,116.003948338795,36.5084142057225,7.79460829214429e-10,0.0461726479575784,0.000103764468612266,0.833743963575287,0.42944732964762,0.0643739269029371,0.142685863352452,0.0423974947128645,0.56317258276952,0.589322595273618,0.0518673912628287,0.102051860672727
36,116.832916080253,36.6413112800103,0.000675071182255405,1.54650747763441e-09,8.23804469085587e-10,0.000314072712629954,1.61678670451693e-07,8.77834471779693e-11,0.151731128474303,0.154292174909578,0.0114405089402532,0.80231884753883,0.297955930019203,6.51861054024039e-09
37,116.007334146881,36.0972869381541,8.29436297422603e-10,1.02722042205627e-07,1.61827780231771e-06,0.30305193218328,7.57910114095317e-05,1.63252945606374e-08,0.0021048094827586,0.0119576488833638,0.218576381052897,0.116444742169441,0.0212799492299313,1.42916912970747e-06
38,116.207658972824,36.4671682861866,8.73290328939902e-11,0.00183129880883037,2.1896622167672e-06,0.385830291251881,0.0370056298405556,9.27468606559678e-06,0.16673186060504,0.0424661281947503,0.992998879742628,0.40084593612085,0.0175625263360248,0.000202250191968401
39,116.906601407798,36.766971310135,0.786311093785751,3.17338078993368e-05,1.42849954087865e-10,0.00535960009488468,1.00242880662904e-09,2.15588891183671e-09,0.28179130373266,0.185869674838781,0.0293388086527631,0.992450465977052,0.212714462005629,2.13766004897309e-10
40,116.611778643448,36.6431687478907,2.42543984896315e-10,2.94645406295757e-07,0.0354190297202721,4.97549779154838e-11,6.16847466663462e-05,2.7803736313281e-08,3.30533753944984e-06,4.70297467636271e-09,0.469478320705625,0.808104771073478,0.00128914818396508,3.27192505311658e-08
41,116.379559240537,36.2825835163705,1.63828839383484e-10,5.36251043570246e-11,2.06903801358571e-06,0.0455704959879597,0.000118225477554801,8.41806180318372e-10,0.000280259816483608,0.0613488018910417,0.397654845412277,0.307382328865613,0.293421062005469,0.0319534303371017
42,116.435771584976,36.1042354281759,6.68889388322214e-11,2.70107602950986e-10,0.115704883786382,8.81299153003834e-05,0.00023730804451183,0.0474632031344341,5.45668843443536e-10,0.000751587513334928,0.282956669783007,0.945398105516343,0.851355868438986,0.730655312787597
43,116.037431032863,36.5175036607543,1.08977493695761e-10,0.123758599497666,0.000278404386528375,0.860853099179972,0.31316046950529,0.0582418276701097,0.094489105392805,0.174102980751319,0.571392952851874,0.546801670294166,0.0486191096430129,0.151861734327025
44,116.973539913772,36.7482347298414,0.293461905500178,0.000129836545392448,3.42017192345168e-10,0.000326744586827243,2.74467548688762e-09,3.90735040989298e-07,0.285693843326231,0.634358236438624,0.133648003128804,0.777143039166351,0.175734428586342,2.38167518928911e-06
45,116.431751248892,36.4683057821123,9.88897852494119e-11,1.68064118177824e-10,0.404101172221135,0.000590771963170256,0.042451298568183,1.44991383344006e-08,0.609033395314484,0.00707749767195887,0.451617114188539,0.555718996885259,0.00818527156321769,0.00486675966755323
46,116.957576596644,36.6246099257609,0.0337829797969853,4.72992729649846e-07,9.53490952859681e-10,0.00116071249505023,1.15573661751966e-10,1.12651998840363e-10,0.50794825291235,0.441492147106429,0.126876529898931,0.948234553311143,0.0103753293925752,6.58538905629058e-08
47,116.887754905503,36.4499135905411,4.36945590820415e-10,4.42565872837974e-10,3.71382813391108e-10,0.0581233663896075,1.11693065907303e-09,2.48577554340379e-05,0.000165695939582489,0.000198645246920592,0.0271889934238603,0.31837842305428,0.488551125269821,1.87984265087593e-06
