"uid","lon","lat","y","x1","x2","x3","x4","x5","x6"
1,116.914806043496,36.4483409313485,0.789486635323803,-0.117485383482214,1.01452549128244,0.612504552656951,1.96364915596753,-1.46770332314184,-0.531006007924238
2,116.937075413298,36.2544878027402,0.765335543140936,-0.562296425857561,0.0668925470677049,-0.888807360381128,0.649092217549003,-1.18932358500786,-1.56116834667127
3,116.286139534786,36.6988005741499,0.62635559674302,-0.895249610804176,0.618458492176893,1.72316453535554,-0.429076466311852,-1.2868988266515,0.291325176480772
4,116.830447626067,36.2734674856765,0.680118812830138,-0.939897768642829,0.192831144918417,-0.532125428000875,0.44559323189065,-1.25524440835946,-1.27216436365367
5,116.641745518893,36.4639960637782,0.578451678300129,-0.142097409873574,0.0439939172131465,-1.67913667643812,0.317134695732239,0.431138667703376,0.3436237768395
6,116.51909594913,36.4301556958817,0.68654301954842,0.368289549895972,-0.621243887564597,-0.577526182838459,0.197516249830984,0.77753123035684,1.01329742947895
7,116.736588314641,36.6919670021161,0.711205324658111,1.16682061428889,-0.442270834750691,-0.276612285710668,0.52707878658502,1.26085130560888,0.954920362991592
8,116.134666597238,36.1475359701086,0.798667228892018,1.12898978321971,1.10820675930713,-0.173012575876742,-1.08005631001078,-0.890777122045964,-1.53500143182071
9,116.656992290402,36.3975967349019,0.556172139398232,-0.533286344545074,-0.0416264169359775,-0.100265455799675,0.0765238059696009,0.188214060599859,0.42012011859866
10,116.705064784037,36.4710669027641,0.570635375717588,-0.430610524764509,0.0170465354198421,-0.712625304343725,0.548860636051373,-0.382772430198461,-0.165707412140909
11,116.457741776248,36.4292272697669,0.62300871814374,-0.548867521986894,-1.45358764424358,-0.343008372404597,-0.204365196097209,1.36284562476649,0.951112857231
12,116.719112251652,36.472178958985,0.59372088995857,0.192866933507839,0.492665194208103,-0.535838497591645,0.171976939430068,-0.108727516467276,0.517707120640521
13,116.934672247153,36.6167054224759,0.851070571421206,1.16331215017301,0.77722949950706,2.14169303211013,1.33703270095516,0.730006897621984,0.492346903146045
14,116.255428824341,36.3166128199082,0.678404285206104,0.759677466993689,-0.859333963564335,0.298141966101935,-0.255719915110147,1.36674637229972,-0.491105187754719
15,116.462292822544,36.755668156757,0.703662866486743,0.233494231614599,0.89990383215587,0.368481259523826,0.0694787817224929,-1.03476901061752,-0.126824387535079
16,116.940014522756,36.8297223224072,0.856578215967875,1.24150856518221,-0.838501372718914,1.78352350625134,0.301341148886605,1.47651518644862,1.77579240766331
17,116.978226428386,36.0956786592258,0.402576454254945,-0.800681702127619,-0.901316170284279,-1.75120240415232,1.45816510265536,1.09485024614369,-1.26470647360195
18,116.117487361655,36.1858760263072,0.834461812171694,0.976799625845003,-0.302785019583538,-0.564125689677008,-0.567311952823042,-0.791979950957984,-1.7561475330937
19,116.474997081561,36.4379786206176,0.591393814058756,0.0647207102555326,-0.972983649314195,-0.437712644548432,-0.221863709370782,1.60753574888013,0.253802047786231
20,116.560332746245,36.2914398214314,0.687580367558415,-0.526309493431869,-0.334876229666256,0.558522749129412,0.573936459554192,0.796246412874328,1.40212859533846
21,116.904031387297,36.424542532512,0.791230570387861,0.123589618867113,1.2435021644681,0.89675734692588,1.89330860035927,-1.50365317267519,-0.512973896072142
22,116.138710167725,36.527479651873,0.62890159058075,-0.123962092075075,-1.29531384921523,0.136485993357659,-0.586464281945366,0.304552166718605,-0.067182794263915
23,116.988891728921,36.2015550113283,0.576400663870521,-0.544815051050591,-0.582991016759542,-1.351695732412,1.74061387382818,-0.239060169578226,-1.87404150473856
24,116.946668232558,36.6606267480645,0.883214227594464,0.689485765500919,0.668128663619385,1.68533256993271,2.0073788446237,1.39045885933283,1.04325593814715
25,116.0824375581,36.1354356891476,0.628120439665198,0.217243115808337,0.0557224358907897,0.216940621043967,0.2239076861439,-0.479418183955581,-1.75871274888044
26,116.51421178435,36.6277980301995,0.629445236702108,0.439433288323959,-0.324922427290323,-0.851093991927275,-0.2689493213836,-0.258767740502667,0.027773017532527
27,116.390203467105,36.2376971143764,0.699274807722458,0.428882579998157,-0.341690551898403,-0.858640500680335,-0.511458603949898,0.492432317171703,1.20841862872636
28,116.90573813091,36.3838184300344,0.845273977885374,-0.217175095595657,1.02758493234884,0.705109989046957,0.767563909230227,-1.18527585118776,-1.13439322447811
29,116.446969628101,36.6492002160056,0.688224139437434,-0.106177423635937,0.0954165651619596,0.287658439040092,0.693185617677014,-0.788898107508256,-0.0278448420681339
30,116.836004259996,36.4270245364169,0.835963197682335,-0.272696288872586,0.99170951640678,0.557703128605696,1.24786001971596,-1.42147587050596,-0.526842125964327
31,116.737595617771,36.3047282648273,0.526998355888423,-0.98324466302947,-0.375890220685726,-0.181173828805234,1.28105928610611,-0.947886309644068,-0.0943933376543387
32,116.811055141268,36.2165329249576,0.574275622286285,-1.39361022908462,-0.279840775656076,-0.402038635804926,0.989911863165909,-0.566826112713243,-1.00470563063883
33,116.388108282816,36.194633710105,0.643247881202987,0.577751870188486,0.214646088848739,-0.579573609370052,-0.431781355118028,-0.353493262790883,0.762676143809732
34,116.685169729404,36.2178523071343,0.581602998261998,-1.22168315766471,0.128178139246419,0.638656057952412,-0.555038867677817,0.0262171216348621,-0.187386415789778
35,116.003948338795,36.5084142057225,0.616643786983917,0.411650464810058,-1.36523916283662,-0.933757693134737,-2.34739184583625,0.0991120325916881,-0.0447347812780853
36,116.832916080253,36.6413112800103,0.897822964055788,0.979742002176636,0.824305207191631,0.458758534216823,2.25419653440668,1.05447556300902,1.00811221767868
37,116.007334146881,36.0972869381541,0.581401341425375,-0.54742648736228,0.786161669621599,1.06316421888094,-1.12777924985034,-0.128484056059974,-2.1984682680739
38,116.207658972824,36.4671682861866,0.607293316757669,0.0268158396267423,-1.76501528315908,0.781981400801848,-0.259498171965602,0.828169047179304,-0.349508614370139
39,116.906601407798,36.766971310135,0.917639334886492,0.946846286439338,-0.338781271004646,1.43153645674331,1.4953153422214,2.59790234784952,1.5434846717032
40,116.611778643448,36.6431687478907,0.616947156562168,0.811811243784459,-0.0209578082428908,-1.70350626832788,1.32899486145507,0.255482774552029,-0.293303225274706
41,116.379559240537,36.2825835163705,0.732682333055634,0.732801644899912,-0.51827838906296,0.0436977722720826,0.201678611455893,1.2889553599798,0.366751577618808
42,116.435771584976,36.1042354281759,0.595906758239406,0.119178905995772,0.24432853842572,-0.481584950788322,-0.0954566860910019,-1.20793616964778,0.961128006331523
